date,followers,followers_growth,username,channel,link_profile
2021-06-14,69828,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-15,69868,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-16,69906,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-17,69924,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-18,69968,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-19,70005,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-20,70052,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-21,70104,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-22,70177,73,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-23,70247,70,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-24,70319,72,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-25,70371,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-26,70459,88,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-27,70489,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-28,70557,68,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-29,70603,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-30,70655,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-01,70695,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-02,70721,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-03,70771,50,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-04,70798,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-05,70810,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-06,70823,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-07,70839,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-08,70849,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-09,70859,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-10,70894,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-11,70919,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-12,70944,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-13,70961,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-14,70982,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-15,71014,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-16,71035,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-17,71040,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-18,71066,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-19,71087,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-20,71096,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-21,71127,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-22,71162,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-23,71173,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-24,71218,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-25,71260,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-26,71302,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-27,71309,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-28,71337,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-29,71366,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-30,71384,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-07-31,71431,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-01,71449,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-02,71451,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-03,71482,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-04,71510,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-05,71546,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-06,71582,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-07,71604,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-08,71644,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-09,71704,60,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-10,71767,63,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-11,71786,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-12,71841,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-13,71852,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-14,71866,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-15,71872,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-16,71880,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-17,71874,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-18,71921,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-19,71955,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-20,71989,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-21,72010,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-22,72050,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-23,72093,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-24,72107,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-25,72132,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-26,72175,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-27,72187,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-28,72211,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-29,72217,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-30,72215,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-08-31,72229,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-01,72282,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-02,72321,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-03,72329,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-04,72356,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-05,72372,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-06,72394,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-07,72394,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-08,72421,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-09,72462,41,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-10,72493,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-11,72520,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-12,72546,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-13,72576,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-14,72625,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-15,72669,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-16,72687,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-17,72702,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-18,72748,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-19,72800,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-20,72810,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-21,72842,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-22,72874,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-23,72960,86,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-24,73068,108,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-25,73114,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-26,73121,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-27,73167,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-28,73195,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-29,73224,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-09-30,73277,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-01,73299,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-02,73339,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-03,73358,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-04,73395,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-05,73441,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-06,73487,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-07,73521,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-08,73525,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-09,73569,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-10,73598,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-11,73646,48,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-12,73714,68,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-13,73859,145,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-14,74015,156,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-15,74177,162,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-16,74352,175,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-17,74506,154,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-18,74563,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-19,74643,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-20,74698,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-21,74742,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-22,74812,70,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-23,74876,64,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-24,74977,101,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-25,75067,90,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-26,75127,60,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-27,75169,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-28,75244,75,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-29,75299,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-30,75327,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-10-31,75346,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-01,75380,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-02,75422,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-03,75477,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-04,75535,58,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-05,75573,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-06,75640,67,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-07,75699,59,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-08,75748,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-09,75800,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-10,75861,61,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-11,75937,76,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-12,75984,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-13,76050,66,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-14,76121,71,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-15,76221,100,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-16,76275,54,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-17,76264,-11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-18,76307,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-19,76327,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-20,76339,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-21,76360,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-22,76364,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-23,76350,-14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-24,76390,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-25,76385,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-26,76429,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-27,76471,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-28,76508,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-29,76544,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-11-30,76564,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-01,76579,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-02,76628,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-03,76667,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-04,76709,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-05,76699,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-06,76727,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-07,76744,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-08,76764,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-09,76767,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-10,76744,-23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-11,76747,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-12,76765,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-13,76786,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-14,76781,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-15,76825,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-16,76882,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-17,76917,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-18,76937,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-19,76966,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-20,76999,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-21,77021,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-22,77050,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-23,77079,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-24,77109,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-25,77171,62,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-26,77194,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-27,77207,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-28,77227,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-29,77234,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-30,77249,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-12-31,77278,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-01,77297,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-02,77304,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-03,77324,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-04,77313,-11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-05,77378,65,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-06,77386,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-07,77414,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-08,77435,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-09,77442,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-10,77470,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-11,77495,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-12,77520,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-13,77590,70,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-14,77624,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-15,77646,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-16,77673,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-17,77701,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-18,77708,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-19,77746,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-20,77755,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-21,77758,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-22,77783,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-23,77805,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-24,77849,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-25,77858,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-26,77891,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-27,77918,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-28,77935,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-29,77935,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-30,77946,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-01-31,77942,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-01,77940,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-02,77982,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-03,77994,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-04,77984,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-05,78002,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-06,78012,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-07,78021,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-08,78028,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-09,78024,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-10,78043,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-11,78055,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-12,78054,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-13,78067,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-14,78063,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-15,78068,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-16,78078,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-17,78194,116,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-18,78313,119,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-19,78309,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-20,78307,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-21,78313,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-22,78329,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-23,78319,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-24,78335,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-25,78325,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-26,78348,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-27,78369,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-02-28,78383,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-01,78394,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-02,78416,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-03,78432,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-04,78490,58,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-05,78490,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-06,78523,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-07,78528,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-08,78535,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-09,78542,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-10,78557,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-11,78566,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-12,78575,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-13,78587,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-14,78597,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-15,78575,-22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-16,78588,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-17,78617,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-18,78616,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-19,78619,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-20,78637,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-21,78641,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-22,78667,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-23,78691,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-24,78721,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-25,78754,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-26,78788,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-27,78807,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-28,78815,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-29,78813,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-30,78855,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-03-31,78888,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-01,78881,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-02,78903,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-03,78905,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-04,78900,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-05,78894,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-06,78894,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-07,78913,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-08,78933,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-09,78958,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-10,78983,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-11,78999,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-12,79045,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-13,79066,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-14,79109,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-15,79171,62,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-16,79218,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-17,79233,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-18,79252,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2022-04-19,79286,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
